Month,City,Street,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Credit_Score,Has_Payday_Loan,Has_Credit_Builder_Loan,Has_Not_Specified_Loan,Has_Home_Equity_Loan,Has_Mortgage_Loan,Has_Personal_Loan,Has_Student_Loan,Has_Debt_Consolidation_Loan,Has_Auto_Loan,Has_Missing_Loan
March,Standhampton,Trafalgar Street,16.0,Unknown,57846.48000000001,3183.9977776666665,8.0,6.333333333333333,18.0,6.0,61.0,17.0,4.74,12.333333333333332,Bad,2282.1,30.65486563,14.63888888888889,Yes,174.3873962,2,1,1,1,0,0,0,1,0,0,0
Unknown,Unknown,Memory Street,54.0,Journalist,31306.479999999996,2431.873333,6.666666666666666,5.666666666666667,7.0,0.6666666666666665,19.0,15.0,6.590000000000001,2.0,Standard,1103.6966666666667,38.03680624,21.833333333333332,Yes,142.51203418333336,2,0,0,0,0,0,0,0,0,0,1
July,BadShire,Lombard Street,19.0,Farmer,56797.380000000005,5222.02,6.0,4.0,18.0,5.0,7.000000000000002,4096.000000000001,9.72,7.0,Standard,624.3833333333332,31.31898063,16.416666666666668,Yes,197.4346489,1,0,0,1,0,1,1,1,0,0,0
March,Standhampton,Imperial Street,38.666666666666664,Journalist,15668.399999999994,1119.2261111000003,8.0,6.0,21.0,9.0,38.66666666666667,14.0,22.453333333333333,9.0,_,3886.4366666666665,29.10346529,1.4166666666666679,NM,10000.0,2,1,0,1,0,0,0,1,1,1,0
May,Standhampton,Jubilee Street,34.0,Journalist,64144.61666666667,5675.63,8.0,6.0,6.0,0.0,14.0,12.666666666666666,12.93,8.0,_,1143.2166666666667,39.79897901,18.305555555555557,Yes,146.13838926666665,2,0,0,0,0,0,0,0,0,0,1
May,BadShire,Jubilee Street,20.0,Teacher,69656.56000000001,5978.466667,10.0,7.0,20.0,8.333333333333334,49.0,18.0,17.77,11.0,Bad,3042.36,31.168126870000002,13.0,Yes,122.7310698,1,0,0,0,0,1,1,1,0,1,0
May,BadShire,Park Street,39.0,Farmer,32540.800000000003,3181.1808333333333,7.666666666666666,6.333333333333333,29.0,6.666666666666666,40.33333333333333,28.0,16.54,6.0,Bad,2571.84,29.91461036,5.916666666666668,Yes,84.33707354333336,1,0,1,0,1,1,0,1,1,1,0
April,Standhampton,High Street,39.0,Teacher,46248.72,1541.4140276666662,8.0,7.0,14.0,7.0,25.0,8.0,14.766666666666667,6.0,Standard,214.72000000000003,29.87568291,13.38888888888889,NM,207.40215667,2,1,0,1,1,1,0,0,1,0,0
Unknown,Standhampton,Jubilee Street,52.0,Architect,30589.32666666666,2425.4438886666667,8.0,5.0,9.0,4.0,7.000000000000002,14.0,7.2,2.6666666666666665,Standard,1056.9933333333333,23.61599064,19.416666666666668,No,122.2610118,2,0,0,1,0,1,0,0,1,0,0
August,BadShire,Memory Street,15.0,Journalist,18474.665000000008,1623.555417,6.0,4.0,8.0,4.0,28.0,10.666666666666664,17.81,5.0,Standard,1070.85,31.69641863,27.25,Yes,152.1723409,1,0,0,1,0,1,0,1,0,1,0
May,Lonton,Market Street,30.0,Developer,41319.07000000001,3045.882754,4.0,4.0,11.0,1.0,11.0,5.0,8.1,2.0,_,563.84,34.24765431666667,19.61111111111111,No,123.24628216333332,3,0,0,0,0,0,0,0,0,0,1
May,Lonton,Penny Lane,49.0,Media_Manager,177723.8,15038.316669999998,3.0,4.666666666666667,1.0,3.0,7.333333333333332,12.0,11.6,6.0,Good,1292.23,41.74183181,19.72222222222222,No,621.7591842,3,0,0,0,0,1,0,1,0,0,0
January,BadShire,Queen Street,23.0,Musician,25313.414999999994,618.8937499999993,7.0,5.0,20.0,4.0,35.66666666666667,21.0,11.12,11.666666666666668,Bad,2373.8,31.16512003,5.666666666666668,Yes,3453.6666181666665,1,0,0,0,0,1,0,1,0,1,0
April,Standhampton,New Street,40.666666666666664,Unknown,60381.32000000001,5154.776667,4.0,3.0,15.0,4.0,26.0,14.0,14.45,4.0,Standard,1311.32,38.7377792,28.138888888888886,Yes,78.59639202333335,2,1,1,1,0,0,0,0,0,0,0
Unknown,Unknown,Fleet Street,34.666666666666664,Journalist,48072.26999999999,4151.0225,7.0,5.0,15.0,9.0,57.0,16.0,7.37,15.0,Bad,1434.39,34.62752241,7.25,NM,84.03462657,1,0,1,1,0,1,1,1,0,0,0
Unknown,Lonton,Regent Street,24.0,Doctor,27233.050000000003,1162.4520829999992,4.0,5.0,8.333333333333334,1.0,10.333333333333334,10.666666666666664,4.766666666666667,1.0,_,167.56999999999994,27.77495347,28.055555555555557,No,140.57499340999993,3,0,0,0,1,0,0,0,0,0,0
August,Lonton,Jubilee Street,33.0,Journalist,44390.76000000001,2930.2819443333333,4.0,6.0,12.0,6.0,16.0,11.333333333333336,4.2299999999999995,7.0,_,24.730000000000018,34.245750916666665,17.75,Yes,358.7416966233333,3,1,0,1,0,0,0,1,0,1,0
Unknown,Standhampton,Unknown,44.0,Architect,20721.780000000013,3650.8658333333333,10.0,8.0,27.0,5.0,38.0,23.0,15.33,11.0,Bad,4730.33,35.12056283,13.583333333333334,Yes,177.44109989999998,2,0,0,0,1,1,1,0,0,0,0
February,Standhampton,Unknown,35.0,Architect,29789.869999999995,2287.489167,2.0,3.666666666666667,4.0,0.0,11.0,10.0,5.12,1.333333333333333,_,1175.9366666666667,23.8918603,24.25,NM,187.4467444,2,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Fleet Street,25.333333333333332,Teacher,67712.58,4835.732361,3.0,5.0,15.0,0.33333333333333304,11.0,18.0,4.8566666666666665,2.6666666666666665,Standard,1146.7866666666666,31.24026272,21.805555555555557,No,78.53892927999999,2,0,0,0,0,0,0,0,0,0,1
August,Standhampton,Unknown,34.0,Architect,59555.67999999999,3460.8038886666664,3.666666666666667,4.333333333333334,9.666666666666666,2.0,12.0,8.0,15.81,2.0,_,1384.55,41.21608178,30.666666666666668,Yes,139.14941363333332,2,1,0,0,1,0,0,0,0,0,0
August,Standhampton,Quality Street,43.666666666666664,Architect,22803.839999999997,6139.108056666666,7.0,4.0,18.0,3.0,18.0,8.0,12.843333333333334,8.0,Standard,1168.7066666666667,29.548008193333335,15.5,Yes,10000.0,2,0,0,0,0,1,1,0,0,1,0
June,Unknown,North Street,47.0,Student,21672.790000000008,1788.065833,2.666666666666667,4.333333333333334,1.0,3.0,5.0,4.0,2.6500000000000004,0.0,Good,807.8999999999999,36.23674232,19.166666666666668,No,88.2754725866667,1,0,0,0,0,1,1,1,0,0,0
Unknown,Standhampton,Grove Street,24.666666666666664,Journalist,112743.08,9463.256667,4.333333333333334,6.0,2.0,3.0,7.000000000000002,3.552713678800501e-15,4.37,4.0,Good,1208.8033333333333,32.92394114,16.0,No,163.44924504000005,2,0,0,1,0,0,1,0,0,0,0
Unknown,Lonton,Jubilee Street,54.0,Architect,52467.90333333332,3938.193333,5.0,7.0,7.0,1.0,4.0,15.333333333333334,4.71,2.6666666666666665,Good,775.8633333333332,33.64445054,20.083333333333332,NM,138.13429630000002,3,0,1,0,0,0,0,0,0,0,0
March,Standhampton,River Street,30.0,Artist,12114.606666666674,1616.229167,10.0,5.333333333333333,29.333333333333336,9.0,34.0,22.0,6.83,11.0,Bad,2363.04,29.79330216,8.083333333333334,Yes,191.21992089999998,2,0,0,0,0,0,0,0,0,0,1
March,Standhampton,Imperial Street,49.0,Teacher,39309.84,3276.82,6.0,5.666666666666667,16.0,1.0,12.0,14.0,5.07,6.0,Standard,1429.96,29.40514081,22.916666666666668,NM,85.03234931999998,2,0,0,0,0,0,0,0,0,0,1
June,Standhampton,Unknown,42.0,Journalist,86415.56,7104.296667,5.0,5.0,16.0,4.0,5.999999999999998,15.666666666666668,13.3,11.0,Standard,107.02999999999997,25.70533137,10.833333333333334,Yes,108.84392280666663,2,0,0,1,0,1,0,1,0,0,0
July,BadShire,North Street,18.0,Cleaner,17560.740000000005,1244.395,10.0,6.0,19.333333333333332,2.333333333333333,35.0,20.0,8.71,7.0,Bad,1723.4333333333334,24.551252806666668,10.166666666666666,NM,129.0326291033333,1,1,0,0,0,0,0,1,0,0,0
March,Standhampton,New Street,37.0,Unknown,130220.08,4385.330139000001,6.0,3.0,14.0,2.6666666666666665,27.0,14.0,2.170000000000001,0.0,Standard,919.0933333333332,28.72337453,29.5,Yes,119.49362279999997,2,0,0,0,1,0,1,0,1,0,0
February,Lonton,High Street,48.0,Unknown,77480.73000000001,6325.727500000001,4.333333333333334,6.0,4.0,2.0,7.333333333333332,20.0,9.28,8.0,_,1311.24,40.21808119,28.75,No,194.51529461333337,3,0,0,0,1,0,0,1,0,0,0
Unknown,Lonton,Memory Street,28.666666666666664,Journalist,6141140.916666666,4995.962221,5.0,5.0,14.333333333333334,3.0,10.0,11.666666666666668,16.21,5.0,Standard,1459.32,40.25421576,21.25,Yes,10000.0,3,0,0,0,1,0,0,0,0,1,0
May,Standhampton,Jubilee Street,15.0,Journalist,52237.31333333334,3969.7225,7.0,7.0,13.0,5.0,27.0,15.0,17.42,6.0,_,791.45,34.41964078,12.38888888888889,Yes,487.2707723,2,0,1,1,0,0,1,0,1,0,0
Unknown,Standhampton,Imperial Street,21.0,Teacher,29054.69333333333,2533.4975000000004,4.0,5.0,8.666666666666668,3.6666666666666665,19.0,9.666666666666668,1.3100000000000005,6.0,_,830.6766666666667,34.84634303,28.333333333333332,No,69.65375522,2,0,0,1,0,0,1,0,1,1,0
August,Unknown,Quality Street,39.0,Journalist,17309.884999999995,5549.885833333334,4.0,4.0,13.666666666666666,1.333333333333333,14.0,16.0,11.56,1.333333333333333,Standard,1348.98,35.18937897666667,27.0,Yes,38.71659854000001,2,0,0,0,0,0,0,0,0,0,1
June,BadShire,Queen Street,43.0,Student,17086.73000000001,1157.8941670000004,8.0,5.0,25.0,3.0,14.0,11.0,17.67,6.0,Standard,2323.633333333333,28.10635247,13.805555555555555,Yes,118.29318599999999,1,0,1,0,0,0,0,1,0,0,0
March,Standhampton,Old Street,51.0,Unknown,115735.76,9468.646667,5.0,7.0,13.0,0.0,20.0,11.0,2.673333333333332,1.0,_,1282.88,32.11072395,16.083333333333332,No,581.1861854,2,0,0,0,0,0,0,0,0,0,1
July,Standhampton,High Street,40.0,Architect,35500.05499999999,6362.906667000001,10.0,8.666666666666666,22.0,8.666666666666666,41.66666666666667,20.0,16.66,9.333333333333334,_,4936.75,24.21521313,0.6666666666666679,Yes,234.48291630666665,2,1,1,1,1,1,0,0,1,1,0
February,Standhampton,Quality Street,28.0,Unknown,10623.765,3728.5625,6.0,3.0,18.0,3.0,7.000000000000002,12.0,14.926666666666666,4.666666666666667,Standard,181.68000000000006,32.99101556,14.805555555555555,Yes,21.04730907000004,2,0,0,0,1,0,1,0,0,0,0
July,Standhampton,Memory Street,25.666666666666668,Architect,20071.83333333333,4184.566111,3.666666666666667,3.0,16.0,3.0,20.666666666666668,14.0,16.25,8.0,Standard,1716.1133333333332,28.578730756666666,9.166666666666666,Yes,109.53352949999999,2,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Old Street,23.0,Architect,67059.18,5459.230833333333,8.0,6.0,18.0,4.0,24.0,17.0,11.57,5.0,Standard,255.76,26.22429214,5.916666666666668,Yes,465.5279968,2,1,0,0,0,0,0,0,1,1,0
January,Standhampton,Unknown,44.666666666666664,Unknown,77801.26666666666,8600.05,4.0,6.0,4.0,1.6666666666666665,15.0,10.666666666666664,3.42,3.666666666666667,Good,399.49,28.221488066666666,28.666666666666668,No,214.23104289999998,2,0,0,0,0,1,0,0,0,1,0
April,Standhampton,Grove Street,35.0,Journalist,34087.649999999994,2900.6375,5.0,3.333333333333333,8.0,3.0,29.0,12.333333333333334,17.7,6.0,Standard,720.66,28.792632976666667,19.083333333333332,Yes,209.41848399999998,2,1,0,0,0,1,1,0,0,0,0
July,Standhampton,Old Street,31.0,Architect,77476.68,6235.39,4.0,5.666666666666667,10.0,3.0,18.0,12.333333333333334,8.656666666666666,2.0,Standard,801.87,36.09915386,31.333333333333332,NM,397.069028,2,0,1,1,0,0,1,0,0,0,0
February,Standhampton,Unknown,41.0,Journalist,8103.424999999988,572.2854167,9.0,10.0,32.0,8.0,37.66666666666667,22.0,8.613333333333333,10.0,Bad,3061.41,26.06607735,6.583333333333334,Yes,36.98185755999998,2,1,1,1,1,0,0,0,1,0,0
Unknown,Unknown,Canal Street,34.0,Media_Manager,57626.34,4906.733879,3.0,1.333333333333334,6.333333333333334,3.0,5.0,1.9999999999999964,8.506666666666668,1.0,_,85.84999999999991,28.21466683,23.77777777777778,No,113.08842370000002,3,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Jubilee Street,26.0,Teacher,26978.17,5027.889722333333,6.0,3.0,8.0,1.0,11.000000000000002,14.0,1.3699999999999992,7.0,Standard,1264.34,29.505428853333335,22.38888888888889,No,144.52069468999997,2,0,0,0,0,1,0,0,0,0,0
August,Standhampton,Grove Street,31.666666666666668,Journalist,93622.5,7975.875,3.0,7.0,2.0,0.0,8.333333333333332,1.9999999999999964,6.99,4.0,_,142.08999999999992,41.29772997,26.833333333333332,NM,508.56437400000004,2,0,0,0,0,0,0,0,0,0,1
May,Standhampton,North Street,51.0,Student,121790.54000000001,10879.626670000001,3.666666666666667,4.0,5.0,1.0,13.333333333333332,9.0,1.2400000000000002,2.0,_,721.91,27.3199221,27.47222222222222,No,725.0454766,2,0,0,0,0,0,1,0,0,0,0
March,Lonton,Elm Street,53.0,Entrepreneur,57658.81,3767.339167,5.0,4.333333333333334,2.0,2.0,10.0,7.666666666666664,9.803333333333333,2.0,Good,530.51,37.9855633,30.25,No,295.8895703333334,3,0,0,0,0,1,0,1,0,0,0
April,Standhampton,New Street,34.333333333333336,Architect,9339.455000000002,924.2879167000006,9.0,6.0,28.0,6.0,35.0,17.333333333333332,20.56,9.0,Bad,2637.94,29.545973573333335,4.972222222222221,Yes,117.52011929999998,2,0,1,1,0,1,1,0,0,0,0
February,BadShire,Lombard Street,43.0,Musician,15649.656666666662,1216.7925,6.0,5.0,23.666666666666664,6.0,14.0,12.333333333333336,20.380000000000003,12.0,Standard,2032.74,28.643016680000002,6.5,Yes,103.39206965,1,0,0,1,1,0,1,0,1,1,0
Unknown,Standhampton,Old Street,54.0,Architect,28607.156666666648,3231.6075,1.0,4.666666666666667,7.333333333333333,4.0,1.6666666666666679,1.9999999999999964,5.8966666666666665,8.0,Good,103.81999999999994,28.418463793333334,32.333333333333336,No,10000.0,2,0,0,0,0,0,1,0,0,1,0
June,BadShire,River Street,18.0,Writer,73057.16,1394.1418057666665,4.0,6.0,32.0,2.0,24.0,11.0,10.0,14.0,Standard,2569.09,34.26162956,9.666666666666666,Yes,285.3248625,1,0,0,0,0,0,0,0,0,0,1
February,BadShire,Main Street,34.666666666666664,Student,17738.320000000007,1715.193333,10.0,5.0,27.333333333333336,4.0,39.0,24.0,6.63,7.0,_,2496.93,28.25728824666667,8.611111111111112,Yes,60.420913859999985,1,0,0,0,0,0,0,0,0,0,1
Unknown,BadShire,Main Street,33.0,Artist,5585613.621666667,2997.0562501000004,6.0,8.666666666666666,27.333333333333336,4.0,48.0,8.0,15.54,7.0,Standard,1452.16,32.743670210000005,10.249999999999998,Yes,62.33842283666672,1,1,0,0,1,0,1,0,0,0,0
January,Standhampton,Fleet Street,40.0,Teacher,7710.8399999999965,927.5700000000006,10.0,6.0,23.0,9.0,59.0,17.666666666666664,21.19,6.0,Bad,4674.39,36.80590115,8.638888888888888,Yes,26.583018229999993,2,1,1,1,1,0,1,0,1,0,0
August,Standhampton,Memory Street,15.0,Journalist,33735.42,2391.565833333333,7.0,5.0,24.0,7.0,38.0,25.0,19.18,6.0,Bad,2717.2,32.1919581,9.5,NM,27.004132579999975,2,1,1,0,0,0,0,1,1,1,0
August,Standhampton,Grove Street,28.0,Architect,50493.8,4231.816667,4.0,4.0,12.0,7.0,15.0,15.0,14.52,7.0,Standard,1453.63,40.14623699,15.0,Yes,98.77166699000003,2,0,0,0,1,1,1,0,1,0,0
February,BadShire,River Street,40.0,Student,17689.64,2059.2025001,8.666666666666666,6.0,25.0,7.0,27.0,19.0,18.25,10.333333333333332,Bad,3783.1399999999994,21.92058824,5.5,Yes,63.55994153,1,0,1,0,0,1,1,1,0,1,0
March,Standhampton,Quality Street,36.0,Teacher,261793.50666666668,1487.564167,6.0,7.0,7.0,4.666666666666666,25.0,22.0,9.899999999999999,8.0,Standard,2404.81,26.3559823,12.916666666666666,Yes,112.23902736666662,2,0,0,0,0,0,1,1,1,0,0
March,Standhampton,Unknown,32.666666666666664,Teacher,61266.63000000002,3706.487361333333,4.0,6.0,22.0,2.0,13.0,13.000000000000002,11.45,7.0,Standard,570.58,25.14187889,9.583333333333334,Yes,187.37092809999996,2,0,0,0,0,0,0,0,0,0,1
April,Unknown,Unknown,31.0,Unknown,15201.005000000005,1457.7504169999997,0.0,4.0,8.0,2.0,17.0,10.333333333333332,4.12,5.0,Good,1078.95,29.21244417,27.416666666666668,No,136.63075916666668,2,0,1,0,0,0,0,0,1,0,0
April,Standhampton,Elm Street,19.0,Entrepreneur,22318.490000000005,7381.24611,5.0,2.0,6.0,3.0,8.0,12.0,4.86,0.0,Good,417.27,34.92388131,18.5,No,82.89250632,2,1,0,0,0,0,0,0,1,0,0
February,BadShire,Lombard Street,20.0,Mechanic,15838.800000000003,4588.1361111,10.0,8.0,23.0,6.0,41.33333333333333,21.0,18.3,6.0,Bad,2289.44,30.11147607,10.666666666666668,Yes,161.20818036666668,1,0,0,0,0,0,0,0,0,0,1
February,BadShire,Park Street,32.666666666666664,Farmer,14773.380000000005,1788.3375,8.0,9.0,18.0,6.333333333333333,47.333333333333336,18.666666666666668,-0.6600000000000001,8.666666666666666,Bad,2768.74,27.04270048,4.25,NM,151.54904730000004,1,0,0,0,0,1,1,1,1,1,0
January,Unknown,Unknown,43.0,Architect,29943.550000000003,8872.785279000002,4.0,4.666666666666667,6.0,3.0,0.0,12.0,11.1,2.0,Good,348.19000000000017,31.812693799999998,24.055555555555557,No,186.77386451666666,2,0,0,0,0,0,0,0,0,0,1
January,Standhampton,New Street,26.0,Journalist,35747.03666666667,5756.291389,6.0,6.0,19.0,4.666666666666666,30.0,11.0,8.37,8.0,Standard,787.1133333333333,31.771213996666667,11.916666666666666,Yes,238.9823421,2,0,0,0,0,1,1,1,1,0,0
May,Standhampton,Oxford Street,22.0,Unknown,21419.85000000002,1509.9874999999997,3.0,3.0,12.0,2.0,10.0,3.552713678800501e-15,0.6699999999999999,2.0,Good,499.75333333333333,32.25945304,27.666666666666668,No,85.64367208999994,2,0,0,1,0,0,0,0,1,0,0
July,Standhampton,High Street,45.0,Teacher,9741.195000000007,1097.7662500000001,5.333333333333333,4.0,14.0,2.0,20.0,15.0,12.806666666666667,3.3333333333333335,Standard,582.95,28.8407461,26.75,Yes,53.047063030000004,2,0,0,0,0,0,1,1,0,0,0
Unknown,BadShire,Trafalgar Street,22.0,Unemployed,34589.72,2313.6025002333336,6.0,9.0,27.666666666666668,5.0,26.666666666666668,15.0,3.5,8.0,Bad,3074.4066666666663,36.72027161,5.52777777777778,Yes,334.9982834,1,1,0,0,1,1,1,1,0,0,0
June,Standhampton,Unknown,20.0,Student,15947.05333333333,1387.4458330000002,9.0,7.0,26.666666666666668,8.0,45.0,19.0,7.16,9.0,Bad,3509.08,33.94348745,8.75,NM,50.73184776000005,2,0,1,1,1,1,1,0,0,1,0
May,BadShire,Park Street,36.0,Student,30915.696666666656,2186.8791666666666,7.0,8.0,28.0,6.0,27.666666666666668,18.0,12.736666666666666,13.0,Bad,2646.0,33.29135859,9.86111111111111,Yes,10000.0,1,0,0,0,1,1,1,1,0,1,0
Unknown,Lonton,Unknown,36.0,Media_Manager,66732.58,5845.048333,0.0,2.0,3.0,0.0,8.666666666666664,5.0,3.6400000000000006,5.0,Good,431.5766666666667,27.0104738,25.38888888888889,No,200.46555436666665,3,0,0,0,0,0,0,0,0,0,1
February,BadShire,Queen Street,31.333333333333332,Unknown,61194.81,5014.5675,7.666666666666666,7.0,23.0,7.666666666666666,24.0,18.666666666666668,28.629999999999995,8.0,_,2773.09,27.7941917,13.75,NM,288.3115563533333,1,1,1,1,1,0,1,1,0,0,0
August,Standhampton,Grove Street,29.0,Teacher,16271.761666666658,2687.871667,7.0,6.0,8.0,6.0,28.0,17.0,10.79,4.0,_,768.8199999999999,29.058496950000002,27.25,No,86.60090623333332,2,1,0,0,1,0,0,1,0,0,0
August,BadShire,Unknown,43.0,Architect,7006.0350000000035,2757.6600003333333,6.0,8.0,24.0,9.0,23.0,20.0,19.8,8.333333333333332,_,2641.08,39.85198181,7.833333333333332,NM,103.36109199666663,1,0,0,1,0,1,1,1,1,1,0
July,Standhampton,Grove Street,29.333333333333332,Teacher,63144.15666666666,3288.695833333333,4.0,6.0,16.0,0.0,30.0,12.333333333333334,2.6899999999999986,0.33333333333333304,Standard,787.76,24.89532513,31.055555555555557,No,244.4661209,2,0,0,0,0,0,0,0,0,0,1
March,BadShire,South Street,28.666666666666664,Writer,15094.925000000003,1342.910417,3.0,5.0,1.0,0.0,18.0,12.0,9.56,0.0,Good,268.53,33.86501051,23.75,No,124.82750800000002,1,0,0,0,0,0,0,0,0,0,1
February,Standhampton,Queen Street,16.0,Cleaner,17933.839999999997,1393.4866669999997,9.0,6.0,17.0,5.0,49.0,18.0,17.813333333333333,9.0,Standard,1660.5,31.61287471,10.444444444444445,NM,61.23991931666666,2,0,0,0,0,0,0,0,0,0,1
April,Lonton,Downing Street,37.0,Doctor,78164.36,6553.696667,3.0,3.0,4.0,2.3333333333333335,11.0,3.552713678800501e-15,9.35,3.0,Good,869.9766666666667,31.701543696666665,25.916666666666668,No,150.63189119999998,3,0,0,0,1,0,0,1,1,0,0
June,BadShire,Lombard Street,26.0,Cleaner,8037.2850000000035,1097.6820833333331,5.0,4.333333333333333,29.0,5.0,21.0,15.0,13.66,11.0,_,2571.36,31.78394841,9.166666666666666,Yes,94.94871289000002,1,0,1,0,0,0,1,1,1,1,0
August,Standhampton,Unknown,31.0,Architect,19661.22166666668,2808.825833,4.0,6.0,16.0,2.0,23.666666666666668,17.0,1.67,2.333333333333333,_,618.6633333333333,33.34905039,28.916666666666668,No,192.6941020666667,2,0,0,0,0,0,0,0,0,1,0
May,Standhampton,High Street,42.666666666666664,Journalist,98620.98,7962.414999999999,3.0,3.0,6.0,3.0,12.0,9.0,1.33,3.0,_,1233.51,35.65174717,17.333333333333332,No,159.12736,2,0,0,0,0,0,1,1,1,0,0
January,Standhampton,Fleet Street,45.0,Unknown,78569.9,6667.491667,2.0,5.0,8.0,0.0,14.0,11.0,8.76,4.0,Good,1316.34,34.354261083333334,21.36111111111111,No,211.65599378333337,2,0,0,0,0,0,0,0,0,0,1
June,Standhampton,Unknown,22.0,Architect,92599.26,3086.769444333333,3.666666666666667,3.0,9.333333333333334,0.6666666666666665,1.0,10.0,5.61,3.666666666666666,Good,454.4,31.2590637,29.583333333333332,NM,129.62160481666666,2,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Memory Street,27.0,Journalist,30399.059999999998,4332.857777666666,5.666666666666667,6.0,12.0,3.6666666666666665,9.0,12.999999999999998,10.55,8.0,Standard,516.76,31.066756366666667,11.527777777777779,Yes,143.0942779,2,1,0,1,1,0,0,0,0,1,0
July,BadShire,Unknown,32.0,Writer,19163.509999999995,1799.8725,5.333333333333333,5.0,16.0,2.3333333333333335,12.0,13.000000000000002,2.9800000000000004,4.0,Standard,1367.4233333333334,34.83722317,14.333333333333334,Yes,27.75487363999997,1,0,0,0,0,0,1,0,1,0,0
April,Lonton,Baker Street,41.0,Scientist,87603.24,1428.0345703333332,0.0,7.0,8.0,4.0,8.0,3.333333333333332,1.3599999999999994,6.0,Good,223.1400000000001,28.16205634,20.0,No,108.72099029999998,3,0,1,0,0,1,0,0,1,0,0
March,BadShire,Park Street,31.0,Student,38364.82000000001,2904.068333,9.0,6.0,32.0,4.0,34.0,22.0,0.4399999999999995,11.0,Bad,1973.63,26.07823491,19.416666666666668,Yes,122.42485771000003,1,0,0,0,0,0,0,0,0,0,1
July,BadShire,Grove Street,25.0,Architect,19765.86,828.9576388666669,10.0,9.0,34.0,7.0,34.0,27.0,23.47,11.0,Bad,4533.38,26.35903186,5.0,Yes,105.00852387333327,1,0,1,1,1,1,1,0,0,0,0
May,Unknown,South Street,29.0,Cleaner,78066.48,3108.5755553333333,7.0,9.333333333333332,20.0,4.0,30.333333333333336,20.0,11.2,9.0,_,2083.943333333333,38.06634326,13.055555555555555,NM,257.69731263333335,1,1,0,0,1,0,1,0,0,1,0
May,Lonton,Market Street,34.333333333333336,Unknown,43849.26000000001,3757.105,3.0,1.0,1.0,2.0,6.666666666666668,7.0,2.4700000000000006,4.0,Good,506.71000000000004,38.77661531,29.47222222222222,NM,134.7605195,3,0,1,0,0,0,0,0,1,0,0
February,Standhampton,Old Street,33.0,Teacher,19124.399999999994,1859.7,4.0,7.0,7.0,1.0,13.666666666666666,10.0,2.99,7.0,Standard,1110.63,22.69369067,30.47222222222222,No,81.44570683666666,2,0,0,0,1,0,0,0,0,0,0
May,Standhampton,Jubilee Street,20.0,Journalist,116657.65,8718.72,4.0,4.666666666666667,8.0,0.0,24.0,5.0,13.616666666666667,1.0,Good,1033.59,46.2937028,26.333333333333332,No,251.87688039999998,2,0,0,0,0,0,0,0,0,0,1
June,Standhampton,Market Street,32.666666666666664,Engineer,17424.895000000004,1581.7504169999997,3.0,3.0,10.0,4.0,6.0,11.0,8.22,6.0,Good,919.98,38.46338572,17.75,No,64.24055054000002,2,0,0,1,0,0,1,1,1,0,0
July,Unknown,Queen Street,34.0,Unemployed,19213.809999999983,3269.8918054333335,9.0,8.0,28.0,3.0,58.0,15.0,16.27,12.0,_,1576.95,38.1389338,11.277777777777779,NM,91.36509330666667,1,1,0,0,0,0,1,0,0,1,0
August,BadShire,Trafalgar Street,46.666666666666664,Mechanic,115476.12,9851.01,1.0,7.0,5.0,0.0,0.0,8.0,9.58,2.0,_,965.6033333333334,36.59139936,31.666666666666668,No,10000.0,1,0,0,0,0,0,0,0,0,0,1
August,BadShire,North Street,32.333333333333336,Unknown,61922.67,3467.1274999999996,8.333333333333332,6.0,34.0,5.0,34.666666666666664,19.0,13.506666666666666,8.333333333333332,Bad,1510.6899999999998,37.11519452,9.75,NM,60.52304142999998,1,1,0,1,1,1,0,0,0,1,0
January,Standhampton,High Street,30.666666666666668,Journalist,31467.58,2763.298333,0.0,5.0,1.0,2.0,13.666666666666666,4.0,8.726666666666667,4.0,_,680.89,23.79239248,25.666666666666668,No,218.3326497,2,0,1,0,0,0,1,0,0,0,0
January,Standhampton,Fleet Street,48.0,Teacher,23627.630000000005,2216.830454666667,5.0,3.0,6.333333333333332,3.0,6.0,12.0,7.99,1.0,Standard,277.93000000000006,39.19058665,17.75,No,79.56347858333334,2,1,1,0,0,0,0,0,1,0,0
August,Unknown,Memory Street,24.0,Teacher,24458.570000000007,2271.214167,4.0,4.0,7.333333333333333,2.0,23.0,8.0,6.12,5.666666666666667,_,213.32999999999993,31.276004753333332,25.25,No,179.4470055,2,0,0,1,0,0,1,0,0,0,0
July,Standhampton,Imperial Street,30.0,Architect,45827.73999999999,3953.978333,5.0,6.0,6.0,2.0,16.0,8.0,2.33,2.0,Standard,793.4233333333334,31.45018918,28.166666666666668,No,254.04857620666664,2,0,1,1,0,0,0,0,0,0,0
