Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Amount_invested_monthly,Credit_Score
52.0,86372.43,6986.7025,2.0,3.0,1.0,0.0,10.0,14.0,13.46,7.0,1018.92,29.90738694,22.25,631.9797782,3
16.0,18128.18,1810.681667,8.0,6.0,26.0,3.0,19.0,9.0,8.44,13.0,1343.75,38.24713203,13.5,231.0022784,1
31.0,93957.36,8044.78,3.0,6.0,13.0,0.0,14.0,20.0,19.03,2.0,1344.71,37.85099731,15.583333333333334,753.2583716,2
31.0,93957.36,8044.78,3.0,6.0,13.0,0.0,14.0,18.0,19.03,5.0,1344.71,43.27530014,15.916666666666666,172.8854926,2
27.0,16232.14,1496.678333,5.0,7.0,25.0,2.0,22.0,17.0,19.15,12.0,2446.43,38.7764125,5.833333333333333,46.1980099,2
27.0,16232.14,1496.678333,5.0,7.0,25.0,2.0,22.0,20.0,19.15,12.0,2446.43,32.43063361,6.0,128.0766885,1
42.0,101785.08,8402.09,6.0,7.0,5.0,0.0,30.0,12.0,7.88,3.0,700.2,37.14457306,17.0,763.5848878,2
43.0,101785.08,8402.09,6.0,7.0,5.0,0.0,29.0,12.0,7.88,7.0,700.2,41.53668111,17.333333333333332,569.4166287,2
29.0,14395.83,1027.6525,7.0,7.0,28.0,7.0,29.0,16.0,24.17,14.0,2841.0,36.85211018,2.5,60.37139275,1
47.0,143883.28,12131.27333,4.0,3.0,4.0,4.0,27.0,9.0,-0.44,4.0,354.41,37.30304869,24.166666666666668,241.3009366,1
32.0,32635.06,2954.588333,8.0,6.0,31.0,6.0,47.0,24.0,3.89,10.0,2779.34,25.03925296,3.75,209.9264751,1
28.0,36320.13,3271.6775,7.0,6.0,5.0,4.0,14.0,13.0,6.71,0.0,759.44,37.53196842,15.916666666666666,121.6585206,2
28.0,36320.13,3271.6775,7.0,6.0,5.0,4.0,17.0,13.0,10.71,2.0,759.44,41.03179993,16.166666666666668,269.7273015,1
27.0,46174.58,3652.881667,8.0,3.0,4.0,3.0,12.0,10.0,-4.03,3.0,1268.49,25.90448272,21.25,253.6477476,3
43.0,130091.08,10826.92333,0.0,6.0,5.0,4.0,6.0,4.0,2.89,3.0,449.1,24.29635287,25.666666666666668,734.2319492,2
43.0,130091.08,10826.92333,0.0,6.0,5.0,4.0,6.0,4.0,2.89,3.0,449.1,33.34818755,25.916666666666668,953.5426465,1
38.0,67101.52,5318.793333,10.0,7.0,25.0,6.0,42.0,15.0,25.71,7.0,4367.85,27.6799161,11.583333333333334,132.4415463,2
46.0,16254.6,1187.55,7.0,7.0,23.0,5.0,47.0,18.0,22.65,7.0,2911.44,31.64689605,8.25,43.44353119,2
21.0,58367.36,4921.946667,5.0,4.0,5.0,2.0,5.0,9.0,11.89,5.0,1339.95,32.51552661,17.25,450.2713938,2
42.0,74614.64,6205.886667,5.0,6.0,4.0,1.0,14.0,4.0,4.6,5.0,879.62,28.06843095,25.166666666666668,130.7120733,2
33.0,43340.44,3521.703333,3.0,5.0,9.0,1.0,4.0,14.0,8.76,4.0,539.33,24.14280298,28.5,133.4773602,3
33.0,43340.44,3521.703333,3.0,5.0,9.0,1.0,4.0,12.0,8.76,4.0,539.33,24.05748697,28.666666666666668,202.7648866,3
33.0,43340.44,3521.703333,3.0,5.0,9.0,1.0,7.0,10.0,8.76,4.0,539.33,32.91839504,28.833333333333332,413.744433,3
48.0,25376.73,2387.7275,5.0,7.0,20.0,2.0,11.0,10.0,4.83,2.0,400.25,38.60388849,19.666666666666668,260.6025637,2
31.0,117566.96,9813.246667,3.0,6.0,12.0,1.0,27.0,8.0,16.54,2.0,1251.06,23.59576511,27.333333333333332,700.2546903,2
24.0,133538.68,10955.22333,3.0,7.0,12.0,0.0,9.0,10.0,-1.93,3.0,1389.91,42.02660864,24.0,237.4061499,2
52.0,69605.0,5543.416667,3.0,4.0,5.0,2.0,23.0,12.0,12.97,0.0,1176.76,35.31989334,16.75,94.03900644,1
53.0,69605.0,5543.416667,3.0,4.0,5.0,2.0,23.0,12.0,10.97,0.0,1176.76,30.53524693,16.833333333333332,421.1029758,1
31.0,95389.71,7658.1425,6.0,7.0,16.0,1.0,19.0,8.0,11.92,1.0,544.02,25.83766874,29.5,10000.0,2
31.0,95389.71,7658.1425,6.0,7.0,16.0,1.0,21.0,5.0,11.92,1.0,544.02,39.81157128,29.583333333333332,173.5706798,2
49.0,81365.07,6899.4225,3.0,3.0,6.0,4.0,9.0,13.0,11.73,2.0,1188.76,24.87007434,22.333333333333332,171.5252748,2
20.0,19358.37,1658.1975,7.0,10.0,15.0,5.0,24.0,24.0,18.41,9.0,1486.17,34.07699474,8.25,67.76699761,1
44.0,18964.73,1571.394167,7.0,7.0,33.0,3.0,20.0,22.0,9.04,8.0,1506.93,39.107059,8.833333333333334,121.4308058,1
48.0,116742.54,9924.545,5.0,3.0,10.0,2.0,0.0,6.0,4.14,6.0,295.19,37.98242069,28.333333333333332,135.2954823,3
44.0,24127.22,1765.601667,8.0,5.0,7.0,0.0,21.0,17.0,7.5,5.0,1158.96,31.82960252,30.75,50.52411558,2
19.0,69348.7,5512.058333,8.0,7.0,11.0,0.0,19.0,10.0,3.53,0.0,973.83,22.59731691,30.333333333333332,561.9430311,2
54.0,31647.02,2725.251667,2.0,6.0,5.0,3.0,8.0,8.0,2.49,3.0,468.03,33.48130898,16.25,129.8136948,1
55.0,31647.02,2725.251667,2.0,6.0,5.0,3.0,11.0,8.0,2.49,3.0,468.03,26.35574293,16.333333333333332,62.39881125,2
55.0,31647.02,2725.251667,2.0,6.0,5.0,3.0,12.0,9.0,2.49,3.0,468.03,37.49604422,16.75,149.6965474,1
34.0,78244.68,6483.39,4.0,6.0,23.0,5.0,26.0,21.0,14.78,8.0,1737.51,30.34292349,11.75,78.33310715,1
34.0,78244.68,6483.39,4.0,6.0,23.0,5.0,29.0,21.0,20.78,8.0,1737.51,32.44988956,12.166666666666666,230.7894393,1
41.0,30617.62,2533.468333,5.0,3.0,8.0,3.0,15.0,9.0,7.9,5.0,938.6,33.42126186,32.0,154.6672903,1
46.0,8744.865,693.73875,10.0,5.0,15.0,5.0,58.0,17.0,15.31,13.0,3592.75,30.15875838,6.583333333333333,61.7615791,1
18.0,136359.64,10083.15676,5.0,3.0,2.0,2.0,30.0,2729.0,9.7,7.0,1455.64,33.59869405,31.416666666666668,236.1626104,2
31.0,39357.45,3125.7875,3.0,4.0,6.0,3.0,8.0,4.0,9.16,0.0,1170.76,38.79818496,25.0,258.4072063,2
42.0,16287.14,1097.261667,8.0,5.0,26.0,2.0,13.0,17.0,17.39,6.0,1802.72,28.77615244,20.333333333333332,52.90685039,2
33.0,34357.96,2632.163333,7.0,4.0,30.0,5.0,23.0,10.0,17.88,5.0,1751.09,36.38965634,5.75,166.8738662,1
31.0,17150.52,1191.21,8.0,10.0,32.0,5.0,15.0,16.0,13.04,9.0,2515.23,37.7170222,11.083333333333334,37.77775748,2
43.0,69571.3,5805.608333,5.0,7.0,2.0,0.0,5.0,4.0,0.98,5.0,36.92,31.78189052,23.0,224.6388815,2
43.0,69571.3,5805.608333,5.0,7.0,2.0,0.0,9.0,6.0,0.98,5.0,36.92,28.17337705,23.25,480.3138823,3
37.0,70088.36,6090.696667,6.0,7.0,21.0,9.0,56.0,15.0,23.6,7.0,4670.21,27.0025033,13.833333333333334,108.2329887,1
37.0,70088.36,6090.696667,6.0,7.0,21.0,9.0,51.0,17.0,23.6,7.0,4670.21,36.63877806,14.333333333333334,369.4262637,1
49.0,29745.08,2434.756667,1.0,4.0,3.0,0.0,13.0,9.0,7.69,2.0,438.28,33.92278444,27.166666666666668,106.1671498,3
50.0,29745.08,2434.756667,1.0,4.0,3.0,0.0,13.0,6.0,1.69,2.0,438.28,31.49942874,27.416666666666668,139.5608407,2
50.0,29745.08,2434.756667,1.0,4.0,3.0,0.0,14.0,9.0,2.69,2.0,438.28,33.27665575,27.666666666666668,204.6826985,2
34.0,8108.77,535.7308333,6.0,3.0,34.0,6.0,13.0,16.0,10.62,11.0,2004.87,29.75575574,5.5,21.8856145,1
34.0,8108.77,535.7308333,6.0,3.0,34.0,6.0,13.0,16.0,10.62,11.0,2004.87,25.71502797,5.916666666666667,29.25228044,1
31.0,58992.92,4986.076667,4.0,6.0,30.0,6.0,9.0,15.0,8.39,6.0,2033.79,35.34834131,7.416666666666667,225.0068537,1
31.0,58992.92,4986.076667,4.0,6.0,30.0,6.0,9.0,15.0,8.39,6.0,2033.79,33.34745456,7.583333333333333,310.2498549,1
20.0,60489.88,4996.823333,4.0,5.0,5.0,2.0,5.0,12.0,9.48,4.0,465.98,26.87763672,25.25,119.8029393,2
28.0,15709.22,1290.101667,9.0,7.0,16.0,9.0,29.0,19.0,4.15,8.0,1995.84,31.64699553,8.583333333333334,95.89820558,1
47.0,106770.21,9132.5175,5.0,5.0,10.0,1.0,18.0,1.0,1.28,1.0,1286.15,31.2114831,18.5,87.07993028,1
47.0,106770.21,9132.5175,5.0,5.0,10.0,1.0,19.0,1.0,-1.72,1.0,1286.15,39.75530441,18.583333333333332,798.7191051,2
26.0,59390.4,4948.2,9.0,5.0,29.0,5.0,21.0,23.0,9.04,14.0,4363.44,38.55105149,9.666666666666666,248.8177106,1
34.0,123085.89,10334.1575,5.0,7.0,5.0,4.0,8.0,10.0,8.8,3.0,387.39,33.28104479,31.583333333333332,312.3280843,3
14.0,18802.31,1292.859167,7.0,8.0,18.0,8.0,34.0,22.0,19.7,6.0,4416.32,36.34064989,5.416666666666667,89.40026178,2
14.0,18802.31,1292.859167,7.0,8.0,18.0,8.0,37.0,21.0,19.7,6.0,4416.32,24.70805599,5.75,132.0736742,2
21.0,26223.67,2387.305833,5.0,6.0,14.0,3.0,25.0,8.0,8.06,4.0,462.91,29.94141706,29.166666666666668,182.4016002,2
21.0,26223.67,2387.305833,5.0,6.0,14.0,3.0,23.0,8.0,8.06,9.0,462.91,35.5368406,29.583333333333332,62.06674335,2
29.0,129758.24,10865.18667,4.0,5.0,17.0,6.0,27.0,13.0,7.81,4.0,476.91,39.86214881,7.25,140.2296647,2
29.0,129758.24,10865.18667,4.0,5.0,17.0,6.0,24.0,13.0,7.81,4.0,476.91,31.62318812,7.583333333333333,640.648656,2
29.0,129758.24,10865.18667,4.0,5.0,17.0,6.0,28.0,13.0,2.81,4.0,476.91,30.34345038,7.75,683.2824852,2
34.0,65076.0,5160.0,3.0,5.0,4.0,4.0,9.0,8.0,4.29,4.0,451.78,28.90630483,22.583333333333332,175.0957619,2
43.0,54259.42,4620.618333,8.0,6.0,15.0,7.0,28.0,12.0,12.95,8.0,847.46,25.33320783,12.25,241.5408147,2
51.0,114364.52,9692.376667,2.0,3.0,3.0,4.0,2.0,1.0,-1.17,4.0,382.57,31.32769078,31.833333333333332,233.8569681,1
42.0,16574.41,1183.200833,7.0,5.0,11.0,7.0,13.0,16.0,7.35,8.0,307.19,29.56575083,10.166666666666666,153.2234127,2
47.0,32283.05,2845.254167,8.0,6.0,17.0,0.0,7.0,8.0,13.09,4.0,291.29,25.82152455,25.166666666666668,182.8407133,2
47.0,32283.05,2845.254167,8.0,6.0,17.0,0.0,7.0,8.0,13.09,4.0,291.29,40.16609061,25.25,164.1839138,2
53.0,105488.68,8848.723333,3.0,7.0,12.0,1.0,15.0,20.0,8.83,0.0,921.89,42.73004947,18.416666666666668,294.2203931,2
53.0,105488.68,8848.723333,3.0,7.0,12.0,1.0,14.0,14.0,10.83,0.0,921.89,28.28186861,18.833333333333332,352.5214085,2
50.0,17830.415,1229.867917,4.0,5.0,4.0,2.0,2.0,8.0,10.45,2.0,1281.41,36.76722734,32.0,90.63118776,1
50.0,17830.415,1229.867917,4.0,5.0,4.0,2.0,3.0,8.0,10.45,2.0,1281.41,32.91986362,32.166666666666664,58.31665367,1
56.0,99166.77,8305.8975,1.0,7.0,7.0,0.0,15.0,7.0,7.92,3.0,1115.36,33.84095052,27.166666666666668,391.727482,0
56.0,99166.77,8305.8975,1.0,7.0,7.0,0.0,20.0,7.0,7.92,3.0,1115.36,28.15871781,27.416666666666668,361.9546645,0
27.0,43831.6,3506.633333,6.0,7.0,15.0,2.0,15.0,13.0,4.08,1.0,1231.16,37.61647244,27.416666666666668,97.19946002,2
22.0,19013.31,1571.4425,10.0,7.0,26.0,5.0,53.0,19.0,21.55,10.0,2838.06,25.5655209,4.916666666666667,10000.0,2
44.0,28805.89,2507.490833,2.0,6.0,10.0,0.0,11.0,3.0,11.61,4.0,1124.97,30.57835087,17.833333333333332,50.06151003,2
44.0,28805.89,2507.490833,2.0,6.0,10.0,0.0,13.0,3.0,11.61,4.0,1124.97,31.63069445,17.916666666666668,90.18814388,2
46.0,38670.08,3459.506667,4.0,5.0,3.0,1.0,7.0,0.0,3.78,2.0,632.29,36.00521069,22.25,121.4113388,2
46.0,38670.08,3459.506667,4.0,5.0,3.0,1.0,7.0,2.0,3.78,2.0,632.29,41.21166569,22.416666666666668,51.04833443,2
47.0,38670.08,3459.506667,4.0,5.0,3.0,1.0,7.0,2.0,3.78,2.0,632.29,27.86241669,22.583333333333332,10000.0,2
43.0,18726.61,1840.550833,6.0,9.0,33.0,5.0,59.0,17.0,7.72,13.0,1490.29,34.82698554,17.5,66.55739173,1
33.0,17423.69,1707.974167,6.0,5.0,15.0,33.0,20.0,11.0,16.74,5.0,1158.96,35.73322658,31.333333333333332,26.15943931,2
33.0,17423.69,1707.974167,6.0,5.0,15.0,0.0,23.0,11.0,16.74,7.0,1158.96,37.65691851,31.666666666666668,69.28544347,2
28.0,50818.83,4114.9025,6.0,5.0,20.0,6.0,15.0,24.0,15.57,6.0,1528.92,23.7380003,18.25,147.1388978,1
28.0,50818.83,4114.9025,6.0,5.0,20.0,6.0,15.0,24.0,18.57,6.0,1528.92,28.0490436,18.333333333333332,440.5231262,1
28.0,50818.83,4114.9025,6.0,5.0,20.0,6.0,15.0,23.0,18.57,6.0,1528.92,25.08573305,18.5,135.9679029,1
28.0,50818.83,4114.9025,6.0,5.0,20.0,6.0,17.0,26.0,18.57,6.0,1528.92,38.91854691,18.833333333333332,84.83190059,1
39.0,40793.33,3174.444167,5.0,1.0,8.0,2.0,2.0,4.0,10.59,0.0,1039.62,36.25554768,25.25,337.6019278,3
40.0,40793.33,3174.444167,5.0,1.0,8.0,2.0,4.0,4.0,3.59,0.0,1039.62,27.13922766,25.583333333333332,223.8116953,2
26.0,15781.52,1105.126667,10.0,5.0,15.0,9.0,53.0,17.0,26.83,11.0,3779.95,24.6909329,12.833333333333334,41.52415755,2
26.0,15781.52,1105.126667,10.0,5.0,15.0,9.0,53.0,17.0,20.83,11.0,3779.95,37.57779586,12.916666666666666,86.28444681,2
26.0,36886.06,3292.838333,4.0,5.0,8.0,7.0,10.0,19.0,17.73,4.0,1347.86,38.28957363,19.333333333333332,80.28280504,2
27.0,36886.06,3292.838333,4.0,5.0,8.0,7.0,10.0,13.0,17.73,8.0,1347.86,37.18500671,19.5,241.7788087,1
43.0,87745.92,7166.16,0.0,1.0,2.0,0.0,3.0,1.0,11.08,1.0,207.0,26.08628173,20.75,259.2296936,3
43.0,87745.92,7166.16,0.0,1.0,2.0,0.0,4.0,1.0,11.08,1.0,207.0,25.40411313,20.833333333333332,529.1377972,2
28.0,78056.04,6384.67,7.0,5.0,17.0,1.0,15.0,14.0,16.6,10.0,248.71,38.75949124,18.916666666666668,69.95835344,2
28.0,15201.0,976.75,10.0,5.0,16.0,6.0,24.0,15.0,19.25,8.0,1879.27,28.98395153,15.833333333333334,95.8672526,2
38.0,91390.92,7710.91,4.0,3.0,9.0,4.0,11.0,17.0,10.29,5.0,1436.54,28.83646426,24.5,110.6064442,2
42.0,15096.85,1033.070833,8.0,6.0,20.0,4.0,18.0,22.0,8.76,6.0,1928.03,31.20894771,17.0,92.77914746,1
42.0,15096.85,1033.070833,8.0,6.0,20.0,4.0,18.0,20.0,8.76,6.0,1928.03,35.16197214,17.083333333333332,115.7479634,1
43.0,15096.85,1033.070833,8.0,6.0,20.0,4.0,18.0,20.0,8.76,6.0,1928.03,34.30591886,17.166666666666668,118.1047985,1
23.0,17340.775,1468.064583,6.0,5.0,10.0,2.0,11.0,10.0,18.07,1.0,252.17,31.13329469,17.333333333333332,59.68621069,2
17.0,33280.98,2936.415,8.0,5.0,33.0,5.0,45.0,20.0,5.97,10.0,1669.88,28.93626258,15.75,337.9564957,2
17.0,33280.98,2936.415,8.0,5.0,33.0,5.0,45.0,20.0,5.97,10.0,1669.88,25.34863469,16.0,75.16725643,1
40.0,58051.53,4819.6275,10.0,7.0,32.0,8.0,28.0,19.0,2.48,12.0,2156.34,33.93332638,15.75,129.5630461,1
40.0,58051.53,4819.6275,10.0,7.0,32.0,8.0,30.0,19.0,2.48,12.0,2156.34,39.9094932,16.0,152.2110363,1
33.0,17685.03,1358.7525,8.0,7.0,2.0,2.0,11.0,19.0,9.63,0.0,207.1,22.14630131,17.166666666666668,16.96175086,3
33.0,17685.03,1358.7525,8.0,7.0,2.0,2.0,15.0,19.0,9.63,0.0,207.1,31.11158837,17.416666666666668,62.15922044,2
33.0,17685.03,1358.7525,8.0,7.0,2.0,2.0,11.0,19.0,9.63,0.0,207.1,32.44638842,17.583333333333332,10000.0,2
34.0,9706.79,580.8991667,4.0,7.0,29.0,6.0,17.0,20.0,20.4,9.0,2173.71,26.69201214,15.916666666666666,56.50796968,1
52.0,124782.2,10123.51667,5.0,3.0,1.0,1.0,13.0,10.0,11.49,2.0,1218.72,31.70356115,30.333333333333332,232.2268869,3
52.0,124782.2,10123.51667,5.0,3.0,1.0,1.0,13.0,9.0,11.49,2.0,1218.72,37.02041028,30.666666666666668,366.8941957,2
25.0,40782.69,3157.5575,2.0,6.0,7.0,2.0,18.0,9.0,7.68,0.0,1233.24,33.59788648,28.333333333333332,423.5812021,1
45.0,80011.64,6824.636667,7.0,6.0,18.0,4.0,9.0,16.0,17.8,8.0,792.92,34.36911485,5.416666666666667,552.4784036,2
45.0,80011.64,6824.636667,7.0,6.0,18.0,4.0,13.0,16.0,17.8,12.0,792.92,24.07506149,5.666666666666667,368.4391842,2
32.0,119491.24,9782.603333,1.0,5.0,10.0,2.0,12.0,3.0,10.34,3.0,735.75,33.95503544,17.166666666666668,173.3787843,1
32.0,119491.24,9782.603333,1.0,5.0,10.0,2.0,16.0,1.0,10.34,3.0,735.75,41.22553384,17.5,337.5098549,2
21.0,9762.175,751.5145833,8.0,8.0,19.0,3.0,55.0,20.0,3.06,7.0,1737.34,29.76244219,6.916666666666667,25.81250329,1
21.0,9762.175,751.5145833,8.0,8.0,19.0,3.0,55.0,20.0,3.06,7.0,1737.34,35.67534177,7.333333333333333,41.1624688,2
34.0,17785.93,1684.160833,3.0,7.0,1.0,2.0,4.0,9.0,1.74,6.0,849.81,31.72533357,25.833333333333332,44.33158132,2
34.0,17785.93,1684.160833,3.0,7.0,1.0,2.0,8.0,11.0,1.74,6.0,849.81,31.05363714,25.916666666666668,95.97294706,2
37.0,75503.88,6513.99,3.0,5.0,15.0,2.0,23.0,13.0,17.02,5.0,1427.65,27.16924515,10.666666666666666,169.9268682,2
37.0,75503.88,5935.242676,3.0,5.0,15.0,2.0,23.0,15.0,17.02,5.0,1427.65,27.14810453,10.833333333333334,384.6482153,3
43.0,91825.8,7836.15,8.0,6.0,19.0,1.0,22.0,16.0,7.52,5.0,860.4,33.96733258,23.666666666666668,138.4903378,2
44.0,91825.8,7836.15,8.0,6.0,19.0,1.0,22.0,14.0,7.52,8.0,860.4,40.56787047,24.0,138.0575793,2
44.0,91825.8,7836.15,8.0,6.0,19.0,1.0,19.0,17.0,7.52,8.0,860.4,37.93117913,24.083333333333332,89.94254023,3
22.0,61238.94,5395.245,8.0,3.0,7.0,3.0,28.0,9.0,13.29,5.0,947.31,31.77885203,16.75,36.4707524,2
26.0,10222.15,899.8458333,6.0,5.0,18.0,9.0,53.0,20.0,27.34,9.0,4473.83,28.53800612,11.75,61.651183,2
49.0,100887.72,8271.31,5.0,7.0,19.0,4.0,14.0,14.0,17.92,0.0,491.35,37.14569922,19.833333333333332,205.1059141,2
49.0,100887.72,8271.31,5.0,7.0,19.0,4.0,16.0,14.0,6.92,0.0,491.35,32.02858205,20.0,535.484535,2
49.0,100887.72,8271.31,5.0,7.0,19.0,4.0,20.0,12.0,11.92,1.0,491.35,38.90943443,20.25,178.3834858,2
52.0,84402.42,7044.535,3.0,3.0,4.0,3.0,12.0,2.0,-3.83,0.0,969.98,27.22169347,32.5,465.0417369,1
53.0,31306.48,2431.873333,9.0,7.0,7.0,0.0,19.0,15.0,9.38,2.0,1026.13,36.56845156,19.666666666666668,104.4278514,2
54.0,31306.48,2431.873333,9.0,7.0,7.0,0.0,19.0,15.0,7.38,2.0,1026.13,31.40528136,19.833333333333332,120.5374696,2
16.0,47765.76,3830.48,5.0,3.0,12.0,0.0,28.0,9.0,13.97,4.0,1447.09,34.43564204,19.083333333333332,116.4268054,2
38.0,37002.58,3124.548333,6.0,7.0,16.0,5.0,28.0,12.0,23.3,7.0,3222.11,26.93209431,12.0,55.16504848,2
39.0,37002.58,3124.548333,6.0,7.0,16.0,5.0,28.0,15.0,28.3,7.0,3222.11,26.61002567,12.416666666666666,289.6315625,2
54.0,77963.9,6711.991667,4.0,4.0,8.0,3.0,3.0,5.0,2.34,1.0,1441.62,43.27944156,26.916666666666668,108.5411639,3
19.0,61632.99,4856.0825,9.0,9.0,27.0,7.0,34.0,23.0,14.88,12.0,1634.98,26.07600078,9.583333333333334,84.53616428,1
19.0,53266.23,4310.8525,4.0,6.0,16.0,4.0,17.0,20.0,16.62,6.0,1988.24,25.4431525,9.5,117.0670652,2
29.0,14638.38,1295.865,7.0,5.0,8.0,3.0,29.0,14.0,8.4,7.0,424.65,31.32818109,28.583333333333332,52.12139422,3
29.0,14638.38,1295.865,7.0,5.0,8.0,3.0,26.0,14.0,8.4,7.0,424.65,26.19031873,28.75,44.98061456,3
31.0,25415.42,2339.951667,7.0,6.0,11.0,1.0,19.0,14.0,8.45,0.0,1272.08,25.80883327,20.166666666666668,80.37141549,2
21.0,18413.13,1283.4275,7.0,9.0,18.0,2.0,40.0,15.0,10.09,12.0,2063.45,31.04287657,13.333333333333334,36.85242993,1
22.0,18413.13,1283.4275,7.0,9.0,18.0,2.0,40.0,16.0,10.09,12.0,2063.45,38.00878597,13.75,39.49042813,2
33.0,10701.525,651.79375,3.0,5.0,19.0,3.0,13.0,12.0,9.95,2.0,158.95,27.11784221,30.5,58.32419247,2
35.0,64977.54,5189.795,5.0,6.0,3.0,3.0,1.0,11.0,8.26,1.0,1248.25,38.00914678,30.25,126.3628784,2
33.0,37029.04,3308.753333,6.0,7.0,26.0,5.0,37.0,24.0,13.22,10.0,2221.05,31.50791479,11.416666666666666,237.5929533,1
53.0,114300.32,9644.026667,7.0,6.0,5.0,1.0,20.0,11.0,7.09,8.0,518.86,32.26426311,16.5,689.4256761,2
45.0,42785.88,3671.49,3.0,4.0,16.0,1.0,5.0,16.0,2.46,2.0,1240.45,34.28951435,24.833333333333332,344.4517607,2
15.0,81066.76,7043.563333,8.0,8.0,24.0,2.0,56.0,16.0,13.53,11.0,2345.24,39.35126588,7.75,728.277087,1
15.0,81066.76,7043.563333,8.0,8.0,24.0,2.0,60.0,16.0,13.53,11.0,2345.24,36.37525714,7.916666666666667,542.8562354,1
25.0,16043.16,1224.93,4.0,8.0,30.0,6.0,23.0,20.0,12.12,7.0,2358.91,38.11576422,10.666666666666666,105.4111522,1
36.0,44599.14,3719.595,0.0,7.0,4.0,3.0,7.0,3.0,9.99,4.0,694.02,36.24556429,23.5,220.8379787,3
30.0,10196.61,574.7175,8.0,7.0,20.0,6.0,14.0,14.0,14.88,9.0,699.6,36.76688096,15.25,28.22405177,1
23.0,41933.1,3726.425,8.0,10.0,24.0,3.0,42.0,24.0,7.64,12.0,2034.22,23.75893366,12.333333333333334,142.5779782,1
23.0,41933.1,3726.425,8.0,10.0,24.0,3.0,42.0,25.0,7.64,17.0,2034.22,35.81544148,12.416666666666666,91.85969597,1
25.0,114987.15,9517.2625,5.0,4.0,4.0,0.0,10.0,3.0,9.99,6.0,1494.07,28.0472433,19.666666666666668,813.4226828,3
25.0,114987.15,9517.2625,5.0,4.0,4.0,0.0,13.0,3.0,9.99,6.0,1494.07,33.96410397,19.75,143.7287686,3
39.0,17692.555,1711.379583,5.0,4.0,9.0,1.0,22.0,17.0,18.74,3.0,813.67,25.90674621,24.666666666666668,46.98985976,2
39.0,17692.555,1711.379583,5.0,4.0,9.0,1.0,22.0,18.0,18.74,6.0,813.67,25.16244419,25.083333333333332,65.80282888,3
17.0,56103.09,4948.2575,8.0,7.0,15.0,6.0,44.0,26.0,20.7,11.0,4806.96,31.85284302,5.25,90.4848814,2
17.0,56103.09,4948.2575,8.0,7.0,15.0,6.0,44.0,23.0,20.7,11.0,4806.96,33.46259671,5.333333333333333,296.1804039,2
19.0,20969.505,1622.45875,5.0,6.0,12.0,4.0,13.0,8.0,7.27,3.0,868.99,25.79080842,15.75,177.8524953,2
40.0,49465.98,4256.165,4.0,4.0,16.0,7.0,17.0,10.0,12.69,8.0,1694.28,33.85620631,15.666666666666666,237.8266404,1
41.0,49465.98,4256.165,4.0,4.0,16.0,7.0,22.0,10.0,6.69,8.0,1694.28,25.7990085,15.75,36.14096561,2
19.0,32179.72,2828.643333,8.0,10.0,34.0,4.0,17.0,16.0,15.3,12.0,2588.02,25.63065276,10.583333333333334,28.38495221,1
39.0,14482.5,1363.875,7.0,7.0,19.0,4.0,30.0,13.0,9.27,12.0,1856.22,35.53812852,19.166666666666668,103.5140238,1
39.0,104455.02,8892.585,4.0,4.0,8.0,3.0,12.0,5.0,3.94,4.0,1222.3,31.4978108,28.083333333333332,359.4972446,3
21.0,83619.16,7268.263333,10.0,6.0,26.0,9.0,58.0,24.0,28.26,11.0,2947.15,35.05042019,10.75,524.81784,1
36.0,58979.34,4918.945,7.0,7.0,15.0,5.0,30.0,21.0,24.51,12.0,3419.72,27.4106362,3.0,10000.0,2
14.0,19531.18,1679.598333,7.0,10.0,25.0,5.0,29.0,18.0,20.74,6.0,3047.42,36.20599004,0.75,222.9623245,1
14.0,19531.18,1679.598333,7.0,10.0,25.0,5.0,28.0,16.0,20.74,6.0,3047.42,34.15093157,0.9166666666666666,117.2402328,1
34.0,14985.46,1049.788333,7.0,4.0,9.0,7.0,32.0,11.0,17.67,8.0,1877.48,23.84632503,6.083333333333333,74.98973969,2
35.0,14985.46,1049.788333,7.0,4.0,9.0,7.0,29.0,11.0,17.67,8.0,1877.48,39.82173629,6.166666666666667,25.17531105,2
30.0,60882.9,5157.575,6.0,6.0,23.0,3.0,60.0,19.0,2.41,12.0,1737.83,29.0276948,14.916666666666666,511.5110572,1
54.0,20868.005,1574.000417,2.0,5.0,12.0,3.0,8.0,7.0,6.13,2.0,905.47,41.38676172,23.916666666666668,84.89298973,2
37.0,32154.28,2523.523333,3.0,6.0,32.0,3.0,6.0,12.0,16.54,6.0,2662.33,37.46221139,6.0,213.3402493,1
37.0,32154.28,2523.523333,3.0,6.0,32.0,3.0,2.0,13.0,16.54,6.0,2662.33,25.55608189,6.166666666666667,109.1802928,1
48.0,41898.87,3669.5725,5.0,4.0,12.0,0.0,3.0,8.0,1.35,2.0,927.63,24.01491538,29.083333333333332,139.1093308,3
48.0,41898.87,3669.5725,5.0,4.0,12.0,0.0,3.0,9.0,1.35,2.0,927.63,25.45733019,29.166666666666668,57.49230643,2
